Unnamed: 0,Airline Name,Overall_Rating,Review_Title,Review
8177,druk air,6,druk air customer review,druk air the flag carrier and only carrier to bhutans only commercial airport paro is up to snuff the 141 jets are dualconfigured and it is worth flying c class as i did from delhi via kathmandu and again from paro to calcutta if only to have better maneuvering for the quite incredible flightseeing of the himalayas the fas are friendly professional the food service is adequate if bland reflecting the cooking of bhutan perhaps the check in facilities are excellent and paros terminal building is quite pretty almost folksy in a way i look forward to flying druk again the name means dragon in bhutanese for otherwise why would anyone choose such an unappealing sounding word at least to an english speakers ear druk does not cooperate in ticketing with iata carriers and ticket costs are somewhat stiff i doubt if the king of bhutan will permit competition anytime soon
12263,jetblue airways,7,incredible customer service,i arrived at airport 15 hours early and did not make flight because of slow workers at airport i made it to the boarding door 60 seconds yes 60 seconds late and they would not let me board man was completely rude again 60 seconds late because of airport workers they gave me another flight almost 4 hours later causing me to miss an important meeting they also did not assign me a seat and instructed me to go to new gate and speak with attendant there she was fantastic explained everything in detail and was super nice with incredible customer service skills she bought me back to jet blue incredible person and deserves many prompts i actually bought her a gift card for her caring and respect of my situation
15589,onur air,7,onur air customer review,manchester to ercan via dalaman paid for extra legroom at man and these seats were good as they did have a lot of extra space flight left on time and checkin was good however there was a problem with the cabin crew in that they did not speak very good english and their announcements were very difficult to understand given that most of the people on board were english their lack of their ability to speak our language was very bad meal we were supplied with was alright and we were given plenty of drinks stopover in dalaman was a bit tedious and no one came near us when the crew changed over not offered any refreshments on the flight over return flight was ok but the reception at ercan airport was disgusting we were waiting in a queue at 330 in the morning and the ground staff were just laughing at us all standing waiting to be processed on the whole the flights were ok and the service on board but their lack of speaking english was i feel disrespectful however the flights were on time but long particularly having to wait for approx 45 minutes in dalaman before travelling onwards to ercan
17157,rwandair,8,hardly worth the extra costs,flew kgldoh 12th june 2023 on an award ticket from qatar airways the boeing 737800 aircraft was aged but clean and well maintained night departure departed on time luggage labelled and transferred correctly earlier i complained to rwandair that they had deprived lounge access to qr their partner gold card holders they responded swiftly in kigali and statusmatched me to gold on their own dream miles program enabling me to use their lounges eg in kigali their dream lounge in kigali is quite good though far from world class seat choice limited at booking but at checkin everything was possible was assigned seat in row 5 just after business class later i negotiated with the cabin crew to grant me one of their two occupied sections 3 seats in a row though next to toilets in the very rear generously they agreed upon some internal discussion as they would now have to squeeze while i could stretch out the crew were all great apart from the arrogant chief purser i had preordered seafood and was given a large delicious portion of two salmon steaks my name and a few details were handwritten on a sticker placed on the cover foil this sfml option is available on many african airlines which supersedes most other carriers drink rounds were frequent and wines were of fair quality ife was useless as monitors are few and shared thus no option apart from watching an american teenage movie seats are spacious and footrests helps pillows blankets headsets given to all recommended despite tickets are pricey on this sector business class seats are spacious but just recliners hardly worth the extra costs compared to economy
9461,finnair,1,worst airline service,vberlin to delhi via helsinki 10 hours before 9pm my journey i test positive for covid 19 so like any reasonable human being i contact all my close contacts about the same since finnair customer care is anyway not open post 8pm in germany the next day i contacted finnair about my situation and that i have missed my flight due to covid requesting a reschedule of my onward journey the quote they propose for the new onward journey seemed a bit high as there were better options that flew directly to my desired destination thus i suggested them to just keep my return journey from delhi to berlin they do not reply to my email for a day and the next day informed me that since i missed my onward journey now my return journey is also cancelled a journey which i had paid to upgrade from economy to business the customer service is extremely rude and has no sense of empathy the entire airline operates without a sense of caring about their guests and is just looking to scam the customer in its operating methods i would highly suggest anyone to not fly this airline you will be better off with the middle eastern carriers always because they always at least care about their guests the customer service at finnair is coldhearted with no empathy towards their guests health if you book your ticket from an agent then this is probably the worst airline service that i have encountered to date as they simply tend to pass the buck on the agent a behaviour that i have never seen with other flag carriers like af sq ey or qt
12860,klm royal dutch airlines,9,staff are friendly and this flight no exception,im a big klm fan so my review is slightly biased im probably unusual in that i actually enjoy an 11 hour flight with themeven if squashed into economy this was a full flight 425 passengers all expecting to be fed watered and presumably pampered down at the other end of the plane the crew dealt with the vast numbers of people well klm staff are generally pretty friendly and this flight was no exception one massive plus point ive noticed with klm over the years is they match your formality level im quite relaxed and the crew match that by calling me by my first name etc food was adequate for such a long flight there was a main meal not long after take off followed by a midflight snack and a sandwich just before landing the beverage trolley was wheeled out a few times usual tiny airline food portions however but was quite tastyaside from a horrible coconut type dessert thing klm give bottled water instead of those weird plastic pots with the foil lid that guarantee you will drench the passenger sat on your lap in economy this is good ife with klm is always slightly disappointing yes theres a lot to choose from but the vast majority is american rubbish why the fixation with us content youre a dutch airline show some european solidarity i cant be the only one who doesnt want americans screaming at me for an 11 hour flightif i did id fly delta
5341,bangkok airways,5,wait at the airport for 4 hours,mandalay to chiang mai i am now at mandalay airport waiting for my flight which is supposed to take off at 1800 local time the fact is that i could only learn about my flight delay when i arrive at the airport now i will have to wait at the airport for 4 hours instead of two plus i can find no one to talk to about this issue because the counters will be open according to the new time of the flight i wonder how i will be compensated now it would be nice at least to have a meal ticket to use at the airport my flight from chiang mai was also delayed but then i was sent an email
16017,philippine airlines,4,overall were ok nothing special,pricewise this is the cheapest airline on this route but a 6 hour longer detour flights overall were ok nothing special food and service on both flights so so very limited choice and not very tasty staff not very attentive however on this point i must say that wearing these facemasks does not contribute all by all nothing special and in our view an airline at the lower end of the spectrum pretty good seat and plenty of leg room on the a321 in the a330 the inflatable cushion of the seat was not working and one of us had to sit on the metal frame maintenance staff could not solve the issue cabin staff finally offered a pillow not very comfortable on a night flight lying flat lie flat seat it was pretty ok the transfer on naia was an absolute disaster it had a major impact on the overall experience hence our overall view on pal we had 3 hours to transfer and it took us 2 hour ground staff is keeping themselves busy with inexplicable activities leaving a queue of hundreds of passengers who had to crawl through a very small space in the dark first one had to obtain a small stamp on the boarding pass for what reason unclear nothing was additionally checked after that the cabin luggage had to be scanned again was already scanned in sin suitcases had to be picked out and opened for another check drugs with a cotton wool pad but without putting it in an analyser afterwards the suitcases were loaded finally at the gate the cabin luggage was scanned again the experience on naia was absolutely stressful to put it mild the final question is would we fly pal again first reaction no not likely
10932,hawaiian airlines,1,providing well below average service,thank you very much for providing me with a horrible service and ruining my honeymoon i used hawaiian airlines for interisland transfers and they were never on time always late i had a day trip to maui and they started loading cargos after all passengers had completed boarding thankfully it only took about 20 minutes or so on 072322 there was an issue on a plane and all passengers had to deplane and take another flight i planned a day trip to kauai departing honolulu at 7am and coming back at 6 pm however because of the delay now i have to cancel all booked activities the airplane is still not departing as of 72322 840 am one good thing about hawaiian airlines is they are very consistent they are very consistent in providing well below average service they dont let you down when providing poor services they are never sorry for anything i have another upcoming island excursion to the big island i hope not to get the same consistent service
4629,asiana airlines,9,great experience from start to finish,great experience from start to finish checkin agent very polite and efficient priority given for security checks they use the air new zealand lounge great one with lots of food and beverage choices great seating spaces boarding a bit late due to weather conditions at syd airport once on board the a380 feels spacious and very comfy fas are great they give a superb infligth experience the only thing that needs to be improved is the ife not a big selection of movies food and wine selection great for business class the korean meal experience if you choose to try it is really good seat comfy and lots of space around overall a great experience and got in a taxi short 30 mins after arrival
3393,airasia philippines,4,staff were crass and unrefined,cebu to manila with airasia the positive thing is that they are very affordable especially when you book a week before and all the flights have become quite pricey the downside is that more often than not you get what you pay for in terms of quality and service as i was boarding back to manila the gate staff were extremely rude and unpleasant they tore my boarding pass carelessly without a bit of finesse when i passed they abruptly went after me and rudely said that they had to weigh my bag they weighed it and it exceeded 1 kilo more than the allotted 7kg i brought the same things i did when i came to cebu last week so i was surprised but they demanded i pay luckily i have someone with me whos carrying less than 4 kg worth so they got my excess 1kg but the staff were extremely angry and unpleasant it made my flight tense and uncomfortable the plane was half empty by the way staff were so crass and unrefined for the hospitality business i understand that for a lowfare airline we get what we pay for but i dont think it should come with cheap staff and cheaper service truthfully airasia is a big help to a lot of people and travellers but would it hurt to treat them with respect
1416,air china,9,in flight service efficient,london to phnom penh via beijing not the newest of aircraft but plenty of space due to old style 333 seating rather than 343 favoured by many airlines acceptable food better than ba but not to emirates or qatar standard in flight service efficient and staff on both flight were keen to help and engage with passengers i was particularly impressed with the purser and crew on our second flight who handled the cabin very well and professionally during turbulence and showed care when dealing with passengers i would put air china somewhere above the volume us airlines who tend to serve food in boxes around ba but below the middle east airlines for the price point circa 450 round trip they are very good
2090,air macau,5,air macau customer review,icnmfm on old a321 seats are old styled and very tight service is outstanding but meals are poor no various beverages for their serving as well captain spoke english very well a321200 is too narrow between seats and aisle however quite ok for me for my next trip if the price is right then i may use this flight again
20237,thai smile airways,7,exorbitant cost of baggage,the service and capability of thai air is always very well done and pleasant the crew is always affable my issue is the exorbitant cost of baggage over 20kg as they now charge 180bahtper kilo it had been 90bahtkg i also question the accuracy of their scales it certainly made my flight much more expensive than originally anticipated in fairness i will note that the luggage checkin attendant did give me a small break on the overage price
5784,blue panorama airlines,4,cabin crew friendly and professional,mxphav return in y class boeing 763er was in good condition and quite confortable i chose for poltronissima air that indicates the possibility to be assigned a seat in the emergency exit row larger than others by paying 50 at checkin desk and overall was pretty good allowing me to stretch my legs cabin crew friendly and professional passing around with water trolleys through all the flight both flights arrived at destination before the time scheduled
15125,nok air,9,best low cost i have used,bangkok to chiang mai with nok air and very impressed definitely the best low cost i have used 15kg luggage allowance boarding and departure in advance as all passengers were in brand new plane free snack onboard and free wifi i am making this review as we just started our descent
15556,onur air,2,onur air customer review,flew 311 diyist with onurair because of the convenient flighttime departure on time plane clean airbus 321 toilets clean but the legroom is awful im only 171 cm but my knees touched the sit in front of me no ife fa cool neutral no smile there was a menu card prices affordable but nobody offered anything the trolley was moved from row ten directly to the back of the plane if you want to go from a to b with no service no smiles use them but turkish is much better
9833,flynas,2,such lack of service,left cairo ok on arrival at riyadh at approx 7pm once on wifi a reminder email arrived telling us of a new flight number and departure time now 11 hours away at 0600 no communication from ground staff about luggage delay any options to stay somewhere nothing at 3am some passengers managed to raise the issue with airport manager who spoke to the flynas manager he then got off his backside issued boarding passes to the 20 odd people stranded and checked luggage is available to hopefully end up at our destination at the same time as us customer service at last such lack of service by a saudi airline does not reflect well on the country
12481,jetstar asia,5,i was a bit disappointed,i booked this return flight from singapore to kuala lumpur as part of another booking so i didnt choose jetstar it is a discount airline with all of their features the crew were fine and the seat was ok as my ticket was codeshared they offered me extra legroom and more luggage allowance my ticket noted that i was entitled to a lunch but surprisingly i was literally thrown a muffin and a bottle of water i was a bit disappointed because if i had booked with a discount airline i would have expected it
3102,air zimbabwe,5,a nasty surprise at harare airport,harare to johannesburg with air zimbabwe tickets on air zimbabwe are not cheaper than other airlines at the airport you will need to pay an additional us50 per person than if you fly using another airline this is because air zimbabwe has not paid the civil aviation authority of zimbabwe caaz the taxes for past passengers so now the caaz obtains these taxes directly from passengers as they are about to leave if you fly ba or saa these taxes are included in the tickets also note that online ticket websites we used gotogate do not publish the additional us50 or any such information on their sites so that you purchase tickets through them only to receive a very nasty surprise at harare airport the flight experience on air zimbabwe itself was not bad
8639,el al israel airlines,1,worst flight ever,prague to tel aviv horrible service provided them wil all the security details needed including place of work cards ids certifications and they still had us investigated as if we were terrorists they came back with new questions all the time and still after all questioning was done we had to wait and wait for too long our bags were opened and our dirty clothes and shoes were put took out of their bags and put on the clean ones worst flight ever a nightmare
13425,lao airlines,1,would recommend and will fly again,pakse to bangkok great legspace even for longer people im 191cm tall friendly staff and snacks were served with drinks ride was smooth plane clean and we were almost on time would recommend and will fly again with lao airlines
1852,air india,5,disappointed that i never got to fly,boarding was on time took my seat and relaxed with a glass of champagne announcement was made we have a tech issue and power was turned off after approx 20min had to deboard then after 5hrs waiting in the gate lounge they announced that the flight was cancelled another hour waiting i was finally rebooked onto emirates and sent to a hotel for a few hours all played for by ia so disappointed that i never got to fly
19056,srilankan airlines,4,airline staff was horrible,this airline staff was horrible airhostess is what it makes the worst not serving food properly i am a feeding mother and obviously need to drink water and have food on time after lunch they didnt provide any drinks or snacks and we need to call them and ask for it even if we ask the hostess was showing faces i asked for a glass of water she shouted and told wait and never gave that i felt so bad and she didnt even care about it
15032,niki,9,niki customer review,mxpvie with new e190 even full the plane feels spacious good flyniki service coffeedrinks sandwich for free plane on time cabin crew was friendly
20993,tui airways,1,service was excellent,east midlands to orlando sanford the service was excellent it was our first time flying from east midlands and with tui and both were exceptional the cabin crew staff couldnt do enough for us the legroom was excellent choice of entertainment excellent and food was good too
11221,iberia,8,fabulous crew on board,excellent velazquez lounge in madrid with real meal very quick boarding and fabulous crew on board covid precautions well enforced 3 points might be improved entertainment system is outdated with an extremely limited choice of movies as well as poor flight tracking seat cushion is much too hard and access to baggage compartment is nearly impossible too high
13174,kuwait airways,7,i was pleasantly surprised,bangalore to london via kuwait having read poor reviews i was pleasantly surprised by the quality and comfort of the planes and the good service both flights were punctual enough and baggage delivery was speedy almost my best experience of flight from india to a hub airport
1533,air dolomiti,7,air dolomiti customer review,flew from pisa to munich on an atr 72 never flew on that model before and was amazed nice aircraft service was ok and the flight arrived on time seating was ok little narrow but then again its only a regional airline the whole operation had an italian charm all in all a nice small charismatic airline
4872,austrian airlines,1,i will never go back with austrian,bad service uninterested crew it was a flight from amsterdam to vienna to sofia may 22nd 2022 the first flight was delayed with 15 hour no information given during the flight we heard that the connection to sofia already left in vienna no help at all they didnt care that you missed your flight no one to help or to guide you go there go there that was it at all the desks i was accused i was too late eventually they rebooked me on a flight from 0400 pm after boarding there were some computer problems waited for one hour no information given then they told us the flight is cancelled and we had to get off the plane again and the crew had the nerve to tell us to have a nice day and see you back soon back at the airport uninterested staff told us that there were no flights anymore that night they could give me a hotel and the next day with lufthansa to paris and from paris to sofia i checked the internet there were also direct flights to sofia in the end i could go with a flight from 0900 pm that night because they put me on a waiting list but only after i did not accept their offer for a hotel i had a 16 hour journey instead of a 5 hour journey that day because of the incompetence of austrian and again the worst thing was their lack of interest they gave me a feeling they didnt want me as a customer they only want my money no service or compassion at all needless to say i will never go back with austrian
20376,thomas cook airlines,7,solid experience on both flights,solid experience on both flights they were punctual and the staff onboard were very approachable and chatty including the captain on the return flight he introduced himself personally in the cabin and was humorous it relaxed everybody the meals were good the airline heavily promotes its collaboration with the chef james martin and this was reflected in some tasty food i would give this category full marks if they were less stingy in the portion sizes and i also think they should make a wine or beer one of the drink options with the meal rather than just tea coffee we are paying extra after all the airlines bag drop facility at manchester is excellent id sent my hold luggage and received my boarding pass within five minutes of entering the terminal also received the luggage in good time upon arrival for both flights a few negatives ife outdated shared screens showing the ubiquitous big bang theory cleanliness the cabin on the return flight was grubby with coffee stains on the backs of seats and used packets of butter on the floor lots of crumbs general stains and dust showed that it had been a while since the plane received a thorough clean the aeroplane on the return flight was newer sharklets and seat spacing was definitely more cramped than on the outbound it seems the airline has tried to squeeze in more seats in its newer models and it became uncomfortable after a while i say this as a man of average height it was also muggy i noticed that the heating controls were set to 22 degrees and thats too warm for squeezedin passengers allinall two decent flights and id fly thomas cook again
3908,alitalia,2,the worst airline ever,this is the worst airline ever starting with a website that is sooo not user friendly to the extremely rude and unprofessional staff on the phone and in the airport nothing like waiting to check in and only 2 people working the counter while 6 people stand around talking to one anothers door theres about 60 people on line lazy doesnt even cover how these people acted the food on the plane was awful you could only have water to drink the food was served prison style no one smiled or even pretended to be happy you felt like they were doing you a favor just being there they picked up the trays of uneaten food and that was the last you saw of these miserable people i did ask why they werent serving and soft drinks i was told it was due to covid restrictions which i found out was false the inflight entertainment was a joke 9 hours of flying with movies from 1990 never again will i fly alitalia
20516,tianjin airlines,8,cabin crew patient and polite,i flew business class sydney to tianjin seat is 222 layout only 3 rows which is a lot less busy than many airlines j class seat comfort good no privacy screens flat bed you never bump your legs to the side board pajamas is provided and amenity is clarins food i will give 35 due to a lack of speciality entertainment is 35 due to a lack of choice the cabin crew decent patient and polite lounge at sydney is skyteam lounge
609,aeromexico,5,disappointing on all fronts,disappointing on all fronts they offer online checkin but there is no bag drop line which means despite having checked in in advance i still had to wait in the same line as people that didnt even have boarding passes furthermore the check in agent informed me that my electronic boarding pass would not work so he issued me a new paper boarding pass the boarding process in yul was chaotic and disorganized i had to connect in mex and luckily i had plenty of time as there was no gate information available not on the boards in the airport not on the app not on the website the aircraft were underwhelming uncomfortable and the service subpar i wont be taking aeromexico again unless absolutely necessary
23125,zipair,8,id highly recommend zipair,a small bottle of water is 2 cup of coffee 4 it is certainly easy enough to bring snacksfood from home or pick something up from the airport just be forewarned you will pay 5080 for any checked bags up to three they did not check the weight of my carryon on the way to japan but did for the return flight and as one of my checked bags was overweight i had to redistribute from on to another there at the checkin counter but that was fine and the agent helped me so i didnt have to pay for an additional suitcase the seat was very comfortable but youre only able to partially recline it there is no video screen no inflight entertainment and the only wifi we were able to access went directly to their service site where you could order food and drinks this is no frills but the airfare was 800 less than any other carrier so even with a connecting flight on southwest and staying overnight in a hotel near the airport in san jose hyatt place highly recommended i still came out 500 under any other fare the days when getting there is half the fun are long gone but if you want a bargain flight price with nice attendants excellent baggage handling excellent crew id highly recommend zipair
10487,go first,1,flight was delayed 4 times,the pathetic service flight was delayed 4 times no one is there to take responsibility or to answer people dont know whom to ask because no single staff is there to attend extremely irritated
20375,thomas cook airlines,5,extremely disappointed,zakynthos to newcastle outbound to zakynthos couldnt be faulted however on the route back we were delayed by 23 hours and not given any information for the majority of the 23 hours we slept on an airport floor for 10 hours with little money and food and the airport didnt offer a lot of food we arrived at the airport at 3am and werent put in accommodation or food until 4pm we then didnt get into an accommodation to sleep in till 8pm after being told we would be leaving at 6pm due to the delay we were told we would be given 400 compensation within 28 days it is now 56 days later and none of my party have received this compensation even after multiple phone calls to thomas cook extremely disappointed with this service
8198,eastern airways,4,will not be using again,i have been using eastern airways for about a year now traveling between humberside and aberdeen for business i started to notice that when i booked some flights it would say only 4 seats left and i would have to pay the middle tier over 200 one way it was always the case i got on the flight to find that there would be about 11 people on there and plenty of empty seats what extra did i get for the higher price nothing same seat as the 165 one nothing different after spending a lot of money with this airline i now travel on train to another airport and i can get 2 flights 2 trains for less then the lowest fare available with eastern airways even flying across the sea i can get cheaper then a domestic flight trouble is some people are stuck and have to use the local airport but if the prices do not start to come down they will end up pushing everyone to other airports and little airports like humberside will end up closing its just greed if other airlines can fly at 60 a seat for a domestic flight then why cant they i will not be using again
19949,thai airasia,7,hot seat which was comfortable,cochin to bangkok departed cochin airport on time this time i booked their hot seat which was comfortable comparing to the standard seat the pre booked meal was ok will fly again with thai airasia in this sector
14458,malaysia airlines,8,the leg room was generous,the flight from langkawi to singapore was a twoflight combination using the b737800 i had booked and paid for exit row 14 on both sectors and the leg room was generous on the first leg wifi streaming entertainment was available while on the second segment personal tv was available as i was seated at the exit window seat 14a the left armrest was a truncated armrest so that it will not block the emergency exit both flight sectors were around 1 hour and shortly after take off a packet of peanuts and orange juice was served being such short flights nothing more was expected
15093,nok air,5,worn out seat dirty windows,i booked with nok air online for my business trip from bangkok dmk to chumphon cjm tax certificate can be easily requested online and delivered to my office even before my journey their website is user friendly and i selected my preferred seat well in advance on departure i was informed that flight would be 50 minutes delayed with no further explanation the aircraft was a 3 years old dash 8 q400 lovely livery but the sign of poor maintenance and improper cleaning are all over interior tray table cannot be used worn out seat dirty windows a small bottle of water is served free of charge by a nice cabin crew i bought a pack of snack which is nice the return flight on atr72 which is an even older aircraft i had to move to a few vacant seats before finally finding one that can be kept upright all in all the experience is fair but i would prefer to fly other airlines if possible
16777,rex airlines,8,meal was fine for a short flight,i enjoyed the flight check in was very easy the service on the plane was very friendly and helpful the meal was fine for a short flight the wine served was excellent i hope rex is here to stay
7684,croatia airlines,4,check in was rude unhelpful,the croatia airlines staff during check in was rude unhelpful and refused without explanation to print out the boarding passes for each part of the flight forcing us to run around trying to get boarding passes before boarding actually starts overall experience with staff at the check in left me under impression that im unavoidable annoyance to the lady who was checking me in very unpleasant experience flight itself was average typical boring flight
20255,thai smile airways,1,excellent full service,excellent full service including light meals on board comfortable seat nice and friendly staff with enthusiasm appropriate time schedule and destination
75,adria airways,4,adria airways customer review,ljublijanaamsterdam a great little airline although the crj200 is a little cramped the service was good with a proper meal adequate refreshments and competent cabin crew their inflight magazine is in english and slovenian and has an interesting mix of articles and company information same cant be said about brnk international airport however this airport needs a spruce up to say the least
16567,qatar airways,3,great seats in business class,great seats in business class qsuite and very well mannered crew i would say that onboard services and staff are as good as it gets and ground service and staff are the complete opposite baggage was destroyed on my outbound flight and customer service has been useless in dealing with the issue and made no effort to resolve the issue before my inbound flight the baggage allowance for business class is 40 kilos the fee for extra baggage ranges from 10kilo up to 18kilos depending on the time you purchase it they forgot one of my special diet meals on of my flights providing me with the breakfast on an overnight flight where 2 meals were offered late dinner and breakfast what made things worse was the stewardess trying to convince me that because i ordered the special meal i only get breakfast then the supervisor came over to admit the mistake and apologise overall very disappointed with one of the alleged best airlines in the world service just does not match the level of product they are claiming to provide needless to say i wont be using them again
2852,air seychelles,5,air seychelles customer review,service was excellent staff friendly meals were good boeing 767200 was very very old my son went to put his seatbelt on and it came off in his hand the seat adjacent to that one had a table that wouldnt stay up they do need new equipment but flight was otherwise uneventful
15991,philippine airlines,1,the most terrible airline,you trust them to answer your questions about the booking and then before the flight it turns out that there was an error we could not tell you they can neither send an official letter with a response nor say the application number for a complaint or request a month before departure i called several times and clarified information on transporting animals on a specific flight they confirmed the transportation of the animal and told me how to proceed send them documents for exporting the animal three days before departure i bought a ticket and three days before departure i sent them all the documents and called to find out the status of the reservation support told me in surprise why did i get the idea that you can fly with an animal i talked with support all evening they even listened to my calls to them before buying a ticket and confirmed that yes it was their mistake and that it was really impossible to bring an animal and why another employee said so they dont know they dont help with a full refund they refer to the fact that it was my mistake when asked to listen to those calls they answer that they suddenly cannot do this and they cannot send the recordings to me either lost time money nerves and strength the most terrible airline
15782,peach aviation,1,peach aviation customer review,busan to osaka 4th july 2014 and no issues whatsoever the seats were comfortable for the short haul and the staff were friendly the aircraft was brand new passenger welfare and safety was carried out diligently for a low cost carrier i would definitely recommend them to anyone wanting to explore east asia
10743,gulf air,9,lovely business class,bahrain to bangkok with gulf air lovely business class as soon as you find your seat they will greet you with a welcome drink chef will take the food order after amenity kit pjs available beds not that comfortable though overall kind staff roomy business class would fly with them again
2224,air malta,3,air malta customer review,long waits and delays poor check in service they had lost our booking if you try to eat the cardboard bread roll youll need the bottle of water take your own inflight movie as there is none
7260,cityjet,3,cityjet customer review,lcyanr booked 0735 on 26th march arrived at lcy and saw a message on my blackberry saying the flight had been cancelled checkin and customer service staff were clueless and seemed not to know when i asked about the next flight i was told its at 1530 so i took the refund when i got back to my office i noticed that there was an 0830 flight that left at 0900 todays flight was a shambles and reaffirms why i fly ba shame no one else flies between london and antwerp
8801,estonian air,2,estonian air customer review,tallinnkievtallinn using estonian air is like using a scheduled bus service in best case they will get you from a to b without any amenities estonian uses b 737500 seat pitch is average both flights were on time luggage arrived as well on board service has to be paid extra for a flight of about 2 hours this is not much i use them because it is the only direct link between tallinn and kiev but if there was any quality airline i would prefer them
17135,royal jordanian airlines,7,ticket is among cheapest,bangkok to kuala lumpur the service is okay cabin is clean meal is good ticket is among cheapest the cabin crew is not so friendly
3983,alitalia,2,no smile no nothing,rome to belgrade this was my first and last flight with alitalia i was so excited to get on this flight once we came to the airport the staff were so rude no smile no nothing onboard my seat was taken by someone else and i have asked to sit next to my wife as we already booked our tickets in advance and booked our seats as well i was told if there is more space you can move to a different seat if not then just need to stay in my current seat we took off 1hr 45min late seats were not comfy at all very hard and no space the service was ok once we took off nothing special once we were coming to a land into belgrade the aeroplane kept on dropping and quiet a few passengers were screaming
17443,sa express,3,sa express customer review,johannesburg lubumbashi return in economy class plane was b737300 flights on time and almost empty on outbound leg requested vegetarian meal and had to show ticket confirmation to get it from surprised flight purser meal was served cold and did not taste good even though it is a short trip of around 25 hours the ticket fare is exorbitant more than usd 900 there is no inflight entertainment
4244,american airlines,2,everything with them is chaotic,chaotic everything with them is chaotic from ticketing to arrival checking in is chaotic dropping off bags chaotic they change gates seats sometimes arrive early others late from crew to ticketing agents all rude my flight just got confused and landed in dulles instead of dca so 1 hour late
5485,batik air,7,my airline of choice,another good flight with batik i go backwards and forwards between perth and denpasar quite often and batik is still my airline of choice for this route in both instances flights were on time was allocated an exit row on both legs thank you so was very comfortable even though on the way home the aircraft was full cabin crew very helpful and attentive especially on the way home given that the flight was more or less a red eye seats are a little uncomfortable in the lumbar area could probably do with some extra padding but can be ignored for a flight of this duration seat back in front of me was a little bit on the dirty side nothing too bad a lot of passengers seem to miss the fact though that this is not the airlines responsibility it is down to the ground handlers who clean the aircraft during turnaround and down time still a nice baggage allowance with batik as well i sincerely hope that they continue to maintain their operations on this route will be more than happy to fly batik air again
1789,air india,7,this was a welcome flight,i took this early morning flight which at the time of booking was a pretty good reasonable rate the online check in was done smoothly and at the airport the bag drop was also done well and swiftly boarding also started well on time and was surprised to note that this was a full flight at such an odd hour and the aircraft type was the bigger a321 for this sector i had noticed that there was a passenger who was having slight difficulty but the crew was able to talk to her make her calm which was a good thing to see also surprisingly on this flight sector i had noticed that there were snacks being offered on this flight as previously on this sector they used to give only a sandwich i had opted for the non veg refreshments which consisted of pasta with chicken along with a nice chocolate cake for dessert and the food quality was pretty good landing and arrival into blr was also well ahead of time however when the time came to collect the baggage i had noticed that again the new bag tag which i had attached with my name was no longer present and this was a bag tag that i had just purchased recently and put even last week when i travelled from kolkata to mumbai even then my baggage tag was removed off so it seems that air india is having issues with my baggage tag and probably this is something that they need to look into but other than that this was a welcome flight and i am hoping that the next time i travel they give refreshments service rather than the plain sandwich that they usually give
8229,eastern airways,7,eastern airways customer review,leedsbradford to southampton plane was about halffull which seems fairly typical from the other reviews price was higher than flybe but my employer paid everyone else also looked to be travelling on business ie noone else would have been paying the fare themselves either i suspect eastern should be ok with the financial numbers if they can charge high amounts and halffill the plane this would be equivalent to quite a high loading 80 at flybe prices flight itself was good helpful stewardess a very professional outfit excellent that they offer free fasttrack at lba ideal for an early morning flight speaking of which they fly to southampton earlier in the morning than flybe which again is useful its also a really handy route leeds to the south coast
22193,vivaaerobs,1,i asked for a refund and they said no refunds,we booked flights to mexico city for july 4th weekend and today i get an email saying our flight is cancelled i called into viva aerobus customer support and they said that there was no reason listed as to why the flight was cancelled but that they can book me a flight out of a different city san antonio which is about 100 miles away i asked for a refund and they said no refunds they offered a voucher to be used within 80 days but i refused this offer why would i want to book with this carrier again if they cancel flights with no notice and dont offer refunds the agent wouldnt allow me to speak to a supervisor and was very rude and not helpful i went ahead and disputed the cost of the tickets through my credit card company i hope if this happens to other travelers that they each let their credit card company know so that eventually visa or mastercard stop providing payment services to them worst airline ever
8907,ethiopian airlines,7,i had enjoyable flights with ethiopian,both flights were on time the seats were in a 222 configuration with no direct aisle access of window seats plenty of legroom but no privacy due to the rather old seating sufficient entertainment system with good amount of movies and music no wifi at all on both flights because of the aircraft type b7878 crew was helpful and courteous at all times food was average probably because of the pandemic it was more like premium economy all in all i can say i had enjoyable flights with ethiopian
1538,air dolomiti,6,air dolomiti customer review,frequently flown frankfurt to milan linatemalpensa or munich to milan malpensa airline is good and generally on schedule but to my utter disappointment the snack on the return leg frequently is only nonvegetarian planes are usually small so one can expect a bumpy flight
22277,vlm airlines,3,vlm airlines customer review,lcy to antwerp again this time my booking had been transferred to air france system and my eticket details had been incorrectly coded as a paper ticket unable to check in online so joined another long queue had to go to ticket desk where agent blanked me took a phone call and then started talking in french the convenience of the flight is good but the staff are buffoons who really need urgent retraining
